freq,prev,p.freq,p.prev,p,contaminant
0.0015443882423115528,94,NA,0.9996705179457892,0.9996705179457892,FALSE
0.001566633712512951,95,NA,0.9997693625620524,0.9997693625620524,FALSE
0.0014613575457299297,95,NA,0.9997693625620524,0.9997693625620524,FALSE
0.0016006073315850701,94,NA,0.9996705179457892,0.9996705179457892,FALSE
0.0012249205773302752,91,NA,0.9992147344374643,0.9992147344374643,FALSE
0.001300369922011765,92,NA,0.9993959495672803,0.9993959495672803,FALSE
0.001116424793322296,90,NA,0.9990005711022273,0.9990005711022273,FALSE
0.0011796327895634044,93,NA,0.9995469621754601,0.9995469621754601,FALSE
0.0011117429695588555,92,NA,0.9993959495672803,0.9993959495672803,FALSE
0.001105941580221132,89,NA,0.9987507138777841,0.9987507138777841,FALSE
0.0010300561441671534,90,NA,0.9990005711022273,0.9990005711022273,FALSE
0.001041143379112271,90,NA,0.9990005711022273,0.9990005711022273,FALSE
9.947236407953817e-4,90,NA,0.9990005711022273,0.9990005711022273,FALSE
9.825932524633151e-4,89,NA,0.9987507138777841,0.9987507138777841,FALSE
9.856624705228863e-4,91,NA,0.9992147344374643,0.9992147344374643,FALSE
9.622581064658892e-4,90,NA,0.9990005711022273,0.9990005711022273,FALSE
9.174339483733271e-4,88,NA,0.9984624170803497,0.9984624170803497,FALSE
0.0010538782822056437,94,NA,0.9996705179457892,0.9996705179457892,FALSE
8.849738226896015e-4,88,NA,0.9984624170803497,0.9984624170803497,FALSE
8.314055355789792e-4,74,NA,0.9888525238325352,0.9888525238325352,FALSE
9.598078354543594e-4,92,NA,0.9993959495672803,0.9993959495672803,FALSE
8.905332689435203e-4,92,NA,0.9993959495672803,0.9993959495672803,FALSE
9.756933916608065e-4,92,NA,0.9993959495672803,0.9993959495672803,FALSE
9.1012868762538e-4,89,NA,0.9987507138777841,0.9987507138777841,FALSE
8.708084459501043e-4,76,NA,0.9910051399200457,0.9910051399200457,FALSE
8.754538668149605e-4,90,NA,0.9990005711022273,0.9990005711022273,FALSE
9.258979348620093e-4,88,NA,0.9984624170803497,0.9984624170803497,FALSE
9.099517082558611e-4,89,NA,0.9987507138777841,0.9987507138777841,FALSE
8.954789367163346e-4,91,NA,0.9992147344374643,0.9992147344374643,FALSE
9.694655731711275e-4,91,NA,0.9992147344374643,0.9992147344374643,FALSE
9.134767129084569e-4,93,NA,0.9995469621754601,0.9995469621754601,FALSE
8.302469711066968e-4,91,NA,0.9992147344374643,0.9992147344374643,FALSE
9.731463544460128e-4,81,NA,0.995137394016606,0.995137394016606,FALSE
8.645124775765601e-4,91,NA,0.9992147344374643,0.9992147344374643,FALSE
8.676326664485952e-4,91,NA,0.9992147344374643,0.9992147344374643,FALSE
8.01996364253182e-4,77,NA,0.9919688749286122,0.9919688749286122,FALSE
7.889479599159219e-4,90,NA,0.9990005711022273,0.9990005711022273,FALSE
7.815340159014648e-4,88,NA,0.9984624170803497,0.9984624170803497,FALSE
8.046238887735065e-4,92,NA,0.9993959495672803,0.9993959495672803,FALSE
7.971706732313522e-4,89,NA,0.9987507138777841,0.9987507138777841,FALSE
7.972898864548999e-4,89,NA,0.9987507138777841,0.9987507138777841,FALSE
7.935014105427766e-4,87,NA,0.9981329350261389,0.9981329350261389,FALSE
7.804190886946123e-4,90,NA,0.9990005711022273,0.9990005711022273,FALSE
7.409379388369864e-4,87,NA,0.9981329350261389,0.9981329350261389,FALSE
7.606887043812635e-4,85,NA,0.997339432412248,0.997339432412248,FALSE
7.444922798440852e-4,89,NA,0.9987507138777841,0.9987507138777841,FALSE
7.313416339004706e-4,89,NA,0.9987507138777841,0.9987507138777841,FALSE
7.3272366451718e-4,89,NA,0.9987507138777841,0.9987507138777841,FALSE
7.377952482091243e-4,91,NA,0.9992147344374643,0.9992147344374643,FALSE
7.067311705481763e-4,89,NA,0.9987507138777841,0.9987507138777841,FALSE
7.579403025871904e-4,90,NA,0.9990005711022273,0.9990005711022273,FALSE
8.026731131049767e-4,90,NA,0.9990005711022273,0.9990005711022273,FALSE
8.073677935677418e-4,89,NA,0.9987507138777841,0.9987507138777841,FALSE
7.028709218943195e-4,75,NA,0.9899672714492818,0.9899672714492818,FALSE
7.599901320288968e-4,92,NA,0.9993959495672803,0.9993959495672803,FALSE
7.2444575166986e-4,79,NA,0.9936849272942934,0.9936849272942934,FALSE
6.653157286456236e-4,87,NA,0.9981329350261389,0.9981329350261389,FALSE
